id_transaksi,id_warung,id_produk,tanggal,jam_transaksi,jenis,kategori,nominal,qty,metode_bayar,catatan,jenis_bersih,jam_missing,hari_dalam_minggu,nama_hari,bulan,minggu_ke,is_awal_bulan,is_weekend,jam_encoded
B63E62D8-588,WRG-001,PRD-001-015,2026-04-02,1900-01-01 13:58:41,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-04,2026-03-30/2026-04-05,1,0,13.0
F33F2BDF-DB2,WRG-003,PRD-003-018,2026-10-03,1900-01-01 05:08:30,Pemasukan,Penjualan,1000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2026-10,2026-09-28/2026-10-04,1,1,5.0
41D2590F-D71,WRG-002,,2026-01-02,1900-01-01 08:45:05,Pengeluaran,Overhead,908714.0,,Transfer,Bayar wifi bulanan,Pengeluaran,0,4,Friday,2026-01,2025-12-29/2026-01-04,1,0,8.0
616C754A-54E,WRG-003,PRD-003-004,2025-07-12,1900-01-01 08:31:13,Pemasukan,Penjualan,4000.0,1.0,QRIS,,Pemasukan,0,5,Saturday,2025-07,2025-07-07/2025-07-13,0,1,8.0
A8006748-D1A,WRG-005,PRD-005-029,2026-12-03,1900-01-01 11:20:38,Pemasukan,Penjualan,12000.0,1.0,QRIS,,Pemasukan,0,3,Thursday,2026-12,2026-11-30/2026-12-06,1,0,11.0
D3CF9EFA-82A,WRG-001,PRD-001-009,2026-12-02,1900-01-01 07:43:49,Pemasukan,Penjualan,9000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2026-12,2026-11-30/2026-12-06,1,0,7.0
6F539251-6E0,WRG-005,PRD-005-009,2025-06-12,1900-01-01 05:00:42,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2025-06,2025-06-09/2025-06-15,0,0,5.0
0564A728-20F,WRG-005,PRD-005-018,2026-03-01,1900-01-01 09:34:07,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,6,Sunday,2026-03,2026-02-23/2026-03-01,1,1,9.0
12CCF276-015,WRG-002,PRD-002-022,2026-02-03,1900-01-01 15:44:44,Pemasukan,Penjualan,28000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-02,2026-02-02/2026-02-08,1,0,15.0
D3E76D4A-86F,WRG-004,PRD-004-006,2025-11-10,1900-01-01 12:11:20,Pemasukan,Penjualan,3500.0,1.0,QRIS,,Pemasukan,0,0,Monday,2025-11,2025-11-10/2025-11-16,0,0,12.0
AC80CC86-7E9,WRG-003,PRD-003-011,2026-03-02,1900-01-01 08:37:22,Pemasukan,Penjualan,12000.0,1.0,Cash,,Pemasukan,0,0,Monday,2026-03,2026-03-02/2026-03-08,1,0,8.0
B24FAF0D-A63,WRG-001,PRD-001-017,2026-03-02,1900-01-01 08:39:54,Pemasukan,Penjualan,3500.0,1.0,QRIS,,Pemasukan,0,0,Monday,2026-03,2026-03-02/2026-03-08,1,0,8.0
A369D812-A2A,WRG-005,PRD-005-004,2025-03-12,1900-01-01 15:50:38,Pemasukan,Penjualan,18000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2025-03,2025-03-10/2025-03-16,0,0,15.0
0C5A3E2A-D43,WRG-004,PRD-004-003,2026-05-03,1900-01-01 09:49:51,Pemasukan,Penjualan,25000.0,1.0,QRIS,,Pemasukan,0,6,Sunday,2026-05,2026-04-27/2026-05-03,1,1,9.0
B900391E-016,WRG-001,PRD-001-021,2026-09-01,1900-01-01 16:07:23,Pemasukan,Penjualan,88000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-09,2026-08-31/2026-09-06,1,0,16.0
120B94BE-2AC,WRG-005,PRD-005-021,2026-09-01,1900-01-01 16:10:21,Pemasukan,Penjualan,68000.0,2.0,Cash,,Pemasukan,0,1,Tuesday,2026-09,2026-08-31/2026-09-06,1,0,16.0
133E778C-05A,WRG-002,PRD-002-004,2025-02-12,1900-01-01 18:55:58,Pemasukan,Penjualan,10500.0,3.0,Transfer,,Pemasukan,0,2,Wednesday,2025-02,2025-02-10/2025-02-16,0,0,18.0
664C2BFA-DBB,WRG-004,PRD-004-011,2026-04-04,1900-01-01 12:24:31,Pemasukan,Penjualan,36000.0,2.0,QRIS,,Pemasukan,0,5,Saturday,2026-04,2026-03-30/2026-04-05,1,1,12.0
6A7A99CC-3C6,WRG-001,PRD-001-021,2025-03-11,,Pemasukan,Penjualan,88000.0,2.0,QRIS,,Pemasukan,1,1,Tuesday,2025-03,2025-03-10/2025-03-16,0,0,
24725224-3F4,WRG-005,PRD-005-027,2025-07-12,1900-01-01 06:56:30,Pemasukan,Penjualan,12000.0,1.0,QRIS,,Pemasukan,0,5,Saturday,2025-07,2025-07-07/2025-07-13,0,1,6.0
4C2689E4-496,WRG-001,PRD-001-004,2025-04-10,1900-01-01 09:40:07,Pemasukan,Penjualan,34000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2025-04,2025-04-07/2025-04-13,0,0,9.0
A7A42142-904,WRG-001,PRD-001-014,2025-02-11,1900-01-01 17:42:34,Pemasukan,Penjualan,28000.0,1.0,QRIS,,Pemasukan,0,1,Tuesday,2025-02,2025-02-10/2025-02-16,0,0,17.0
B1F60CB9-829,WRG-003,PRD-003-005,2025-06-11,1900-01-01 07:47:20,Pemasukan,Penjualan,18000.0,1.0,Transfer,,Pemasukan,0,2,Wednesday,2025-06,2025-06-09/2025-06-15,0,0,7.0
A52C5A08-756,WRG-004,PRD-004-012,2026-08-04,1900-01-01 05:25:56,Pemasukan,Penjualan,14000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-08,2026-08-03/2026-08-09,1,0,5.0
4009CF88-3C1,WRG-002,PRD-002-022,2026-05-01,1900-01-01 07:44:35,Pemasukan,Penjualan,28000.0,1.0,Cash,,Pemasukan,0,4,Friday,2026-05,2026-04-27/2026-05-03,1,0,7.0
DBCCAEF3-F3F,WRG-002,PRD-002-017,2026-01-03,1900-01-01 07:12:16,Pemasukan,Penjualan,17000.0,1.0,Transfer,,Pemasukan,0,5,Saturday,2026-01,2025-12-29/2026-01-04,1,1,7.0
C2B08E2D-DFE,WRG-004,PRD-004-002,2026-09-03,1900-01-01 16:07:02,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-09,2026-08-31/2026-09-06,1,0,16.0
1EC43800-D65,WRG-001,PRD-001-006,2026-12-02,1900-01-01 05:44:02,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2026-12,2026-11-30/2026-12-06,1,0,5.0
BDECBBFF-02F,WRG-002,PRD-002-013,2026-11-01,1900-01-01 16:24:16,Pemasukan,Penjualan,44000.0,2.0,Cash,,Pemasukan,0,6,Sunday,2026-11,2026-10-26/2026-11-01,1,1,16.0
667F85FF-B05,WRG-001,PRD-001-001,2025-05-12,1900-01-01 16:40:34,Pemasukan,Penjualan,16000.0,2.0,Cash,,Pemasukan,0,0,Monday,2025-05,2025-05-12/2025-05-18,0,0,16.0
DA8BD703-3F6,WRG-001,PRD-001-018,2026-10-03,1900-01-01 11:11:57,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2026-10,2026-09-28/2026-10-04,1,1,11.0
F1A2B4F6-865,WRG-003,PRD-003-014,2025-05-11,1900-01-01 15:14:58,Pemasukan,Penjualan,10000.0,1.0,Cash,,Pemasukan,0,6,Sunday,2025-05,2025-05-05/2025-05-11,0,1,15.0
2FF26EC1-1BE,WRG-005,PRD-005-020,2025-08-10,1900-01-01 11:10:03,Pemasukan,Penjualan,6000.0,3.0,QRIS,,Pemasukan,0,6,Sunday,2025-08,2025-08-04/2025-08-10,0,1,11.0
3B6B2EEC-DC6,WRG-001,PRD-001-016,2025-01-10,1900-01-01 12:10:47,Pemasukan,Penjualan,6000.0,3.0,Cash,,Pemasukan,0,4,Friday,2025-01,2025-01-06/2025-01-12,0,0,12.0
7404EAC1-609,WRG-001,PRD-001-006,2025-07-12,1900-01-01 12:28:09,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-07,2025-07-07/2025-07-13,0,1,12.0
90FD576C-689,WRG-003,PRD-003-002,2026-04-04,1900-01-01 06:44:02,Pemasukan,Penjualan,17000.0,1.0,QRIS,,Pemasukan,0,5,Saturday,2026-04,2026-03-30/2026-04-05,1,1,6.0
A44ED420-E20,WRG-003,PRD-003-021,2026-06-03,1900-01-01 16:30:04,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,2,Wednesday,2026-06,2026-06-01/2026-06-07,1,0,16.0
1C3F65C2-4D1,WRG-003,PRD-003-003,2026-03-04,1900-01-01 16:11:55,Pemasukan,Penjualan,21000.0,3.0,QRIS,,Pemasukan,0,2,Wednesday,2026-03,2026-03-02/2026-03-08,1,0,16.0
921BB466-AD8,WRG-001,PRD-001-016,2025-07-11,1900-01-01 08:36:47,Pemasukan,Penjualan,2000.0,1.0,Cash,,Pemasukan,0,4,Friday,2025-07,2025-07-07/2025-07-13,0,0,8.0
C172FB49-66A,WRG-002,PRD-002-023,2025-08-12,,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,1,1,Tuesday,2025-08,2025-08-11/2025-08-17,0,0,
C05A2672-D2D,WRG-001,PRD-001-003,2025-06-10,1900-01-01 15:53:25,Pemasukan,Penjualan,22000.0,1.0,QRIS,,Pemasukan,0,1,Tuesday,2025-06,2025-06-09/2025-06-15,0,0,15.0
83DB2F4B-D12,WRG-001,PRD-001-001,2025-01-11,1900-01-01 12:25:42,Pemasukan,Penjualan,80000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-01,2025-01-06/2025-01-12,0,1,12.0
7992872A-C80,WRG-001,PRD-001-009,2025-03-11,1900-01-01 13:32:55,Pemasukan,Penjualan,18000.0,2.0,Cash,,Pemasukan,0,1,Tuesday,2025-03,2025-03-10/2025-03-16,0,0,13.0
258D5A5F-CF3,WRG-002,PRD-002-004,2026-03-02,1900-01-01 12:27:40,Pemasukan,Penjualan,3500.0,1.0,QRIS,,Pemasukan,0,0,Monday,2026-03,2026-03-02/2026-03-08,1,0,12.0
D2D29FBE-969,WRG-003,PRD-003-003,2026-10-03,1900-01-01 06:58:00,Pemasukan,Penjualan,7000.0,1.0,QRIS,,Pemasukan,0,5,Saturday,2026-10,2026-09-28/2026-10-04,1,1,6.0
B04C7D7C-381,WRG-001,PRD-001-011,2026-05-04,1900-01-01 09:24:04,Pemasukan,Penjualan,88000.0,2.0,Cash,,Pemasukan,0,0,Monday,2026-05,2026-05-04/2026-05-10,1,0,9.0
0C547C23-F2C,WRG-002,PRD-002-024,2026-12-01,1900-01-01 15:50:35,Pemasukan,Penjualan,35000.0,5.0,Cash,,Pemasukan,0,1,Tuesday,2026-12,2026-11-30/2026-12-06,1,0,15.0
224375E5-9FC,WRG-004,PRD-004-011,2026-07-03,1900-01-01 07:24:38,Pemasukan,Penjualan,18000.0,1.0,Cash,,Pemasukan,0,4,Friday,2026-07,2026-06-29/2026-07-05,1,0,7.0
49703D4B-794,WRG-001,PRD-001-013,2025-01-10,1900-01-01 11:29:08,Pemasukan,Penjualan,8000.0,1.0,QRIS,,Pemasukan,0,4,Friday,2025-01,2025-01-06/2025-01-12,0,0,11.0
C8AC3D0D-ED7,WRG-005,PRD-005-001,2025-09-12,1900-01-01 16:54:19,Pemasukan,Penjualan,14000.0,1.0,QRIS,,Pemasukan,0,4,Friday,2025-09,2025-09-08/2025-09-14,0,0,16.0
9AD34225-CE4,WRG-003,PRD-003-016,2026-06-02,1900-01-01 20:28:42,Pemasukan,Penjualan,88000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-06,2026-06-01/2026-06-07,1,0,20.0
A370266E-298,WRG-003,PRD-003-023,2025-02-10,1900-01-01 11:57:45,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,0,Monday,2025-02,2025-02-10/2025-02-16,0,0,11.0
702C9DA8-479,WRG-005,PRD-005-006,2026-02-03,1900-01-01 06:46:08,Pemasukan,Penjualan,7000.0,2.0,QRIS,,Pemasukan,0,1,Tuesday,2026-02,2026-02-02/2026-02-08,1,0,6.0
7C138033-912,WRG-003,PRD-003-012,2026-04-04,1900-01-01 15:59:01,Pemasukan,Penjualan,12000.0,1.0,QRIS,,Pemasukan,0,5,Saturday,2026-04,2026-03-30/2026-04-05,1,1,15.0
C9C3AE39-CC2,WRG-005,PRD-005-020,2026-12-04,1900-01-01 05:43:49,Pemasukan,Penjualan,10000.0,5.0,Cash,,Pemasukan,0,4,Friday,2026-12,2026-11-30/2026-12-06,1,0,5.0
F3F8AFC2-D58,WRG-005,PRD-005-015,2026-11-03,1900-01-01 07:30:04,Pemasukan,Penjualan,22000.0,1.0,Transfer,,Pemasukan,0,1,Tuesday,2026-11,2026-11-02/2026-11-08,1,0,7.0
01337098-086,WRG-001,,2026-11-01,1900-01-01 07:19:43,Pengeluaran,HPP,434754.0,,Transfer,Beli aqua 1 karton,Pengeluaran,0,6,Sunday,2026-11,2026-10-26/2026-11-01,1,1,7.0
10AB635C-B9E,WRG-002,PRD-002-025,2025-09-11,1900-01-01 16:56:53,Pemasukan,Penjualan,3500.0,1.0,Cash,,Pemasukan,0,3,Thursday,2025-09,2025-09-08/2025-09-14,0,0,16.0
2BF35885-0E1,WRG-003,PRD-003-007,2026-06-04,1900-01-01 17:38:24,Pemasukan,Penjualan,88000.0,2.0,Cash,,Pemasukan,0,3,Thursday,2026-06,2026-06-01/2026-06-07,1,0,17.0
0BB0ED46-382,WRG-004,PRD-004-011,2025-12-11,1900-01-01 07:23:31,Pemasukan,Penjualan,18000.0,1.0,Transfer,,Pemasukan,0,3,Thursday,2025-12,2025-12-08/2025-12-14,0,0,7.0
BD87A7EF-420,WRG-001,PRD-001-006,2025-07-12,1900-01-01 12:53:19,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-07,2025-07-07/2025-07-13,0,1,12.0
38347233-B42,WRG-004,PRD-004-017,2025-07-10,1900-01-01 08:34:22,Pemasukan,Penjualan,17500.0,5.0,Cash,,Pemasukan,0,3,Thursday,2025-07,2025-07-07/2025-07-13,0,0,8.0
B5D9F524-2E2,WRG-004,PRD-004-017,2026-12-04,1900-01-01 19:37:09,Pemasukan,Penjualan,3500.0,1.0,QRIS,,Pemasukan,0,4,Friday,2026-12,2026-11-30/2026-12-06,1,0,19.0
78C8F8D2-753,WRG-002,PRD-002-026,2025-12-12,1900-01-01 08:50:25,Pemasukan,Penjualan,12000.0,3.0,Cash,,Pemasukan,0,4,Friday,2025-12,2025-12-08/2025-12-14,0,0,8.0
A69C27E1-272,WRG-005,PRD-005-007,2025-04-12,1900-01-01 08:57:36,Pemasukan,Penjualan,22000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2025-04,2025-04-07/2025-04-13,0,1,8.0
BEB423F3-F94,WRG-001,PRD-001-018,2025-08-10,1900-01-01 09:17:50,Pemasukan,Penjualan,44000.0,2.0,QRIS,,Pemasukan,0,6,Sunday,2025-08,2025-08-04/2025-08-10,0,1,9.0
F649CA3E-AB0,WRG-004,PRD-004-017,2025-12-12,1900-01-01 15:16:25,Pemasukan,Penjualan,10500.0,3.0,Transfer,,Pemasukan,0,4,Friday,2025-12,2025-12-08/2025-12-14,0,0,15.0
2FABB216-BC2,WRG-003,PRD-003-011,2026-12-03,1900-01-01 05:01:54,Pemasukan,Penjualan,12000.0,1.0,Cash,,Pemasukan,0,3,Thursday,2026-12,2026-11-30/2026-12-06,1,0,5.0
68F13BF8-3D3,WRG-004,PRD-004-008,2025-10-12,1900-01-01 17:35:31,Pemasukan,Penjualan,88000.0,1.0,Transfer,,Pemasukan,0,6,Sunday,2025-10,2025-10-06/2025-10-12,0,1,17.0
6020FD40-0A6,WRG-002,PRD-002-020,2026-06-04,1900-01-01 11:56:02,Pemasukan,Penjualan,36000.0,3.0,Transfer,,Pemasukan,0,3,Thursday,2026-06,2026-06-01/2026-06-07,1,0,11.0
791E8D12-AEF,WRG-003,PRD-003-002,2025-01-10,1900-01-01 05:21:28,Pemasukan,Penjualan,17000.0,1.0,QRIS,,Pemasukan,0,4,Friday,2025-01,2025-01-06/2025-01-12,0,0,5.0
AF8A6D2E-188,WRG-005,PRD-005-001,2026-11-01,1900-01-01 06:27:01,Pemasukan,Penjualan,70000.0,5.0,Cash,,Pemasukan,0,6,Sunday,2026-11,2026-10-26/2026-11-01,1,1,6.0
638A8576-398,WRG-004,PRD-004-009,2026-08-02,1900-01-01 12:58:46,Pemasukan,Penjualan,8000.0,1.0,QRIS,,Pemasukan,0,6,Sunday,2026-08,2026-07-27/2026-08-02,1,1,12.0
7B2475BB-B02,WRG-005,PRD-005-013,2025-07-11,1900-01-01 17:43:50,Pemasukan,Penjualan,15000.0,3.0,Cash,,Pemasukan,0,4,Friday,2025-07,2025-07-07/2025-07-13,0,0,17.0
B93AD8A7-B02,WRG-003,PRD-003-022,2026-01-03,1900-01-01 16:59:19,Pemasukan,Penjualan,8000.0,1.0,Cash,,Pemasukan,0,5,Saturday,2026-01,2025-12-29/2026-01-04,1,1,16.0
8418AD49-12F,WRG-002,PRD-002-002,2026-01-02,1900-01-01 16:40:18,Pemasukan,Penjualan,25000.0,1.0,Cash,,Pemasukan,0,4,Friday,2026-01,2025-12-29/2026-01-04,1,0,16.0
FF136126-60D,WRG-001,PRD-001-010,2026-11-03,1900-01-01 12:44:19,Pemasukan,Penjualan,12000.0,1.0,Cash,,Pemasukan,0,1,Tuesday,2026-11,2026-11-02/2026-11-08,1,0,12.0
91CAF2D9-6C4,WRG-005,PRD-005-016,2026-10-04,1900-01-01 06:15:45,Pemasukan,Penjualan,1000.0,1.0,Cash,,Pemasukan,0,6,Sunday,2026-10,2026-09-28/2026-10-04,1,1,6.0
CA71CD6F-0E0,WRG-001,PRD-001-010,2025-03-11,1900-01-01 05:50:15,Pemasukan,Penjualan,36000.0,3.0,Cash,,Pemasukan,0,1,Tuesday,2025-03,2025-03-10/2025-03-16,0,0,5.0
