id_transaksi,id_warung,tanggal,kategori,nominal,rolling_mean_7d,rasio_vs_baseline,anomaly_score,is_anomaly,catatan
ED51F4BA-AB0,WRG-001,2026-06-01,HPP,870423.0,830290.0,1.0483361235231063,0.114517737308105,0,Restok minuman botol
001FDBD4-105,WRG-001,2026-06-02,HPP,974194.0,774593.0,1.2576850036083467,0.08740603229607313,0,Beli aqua 1 karton
45835A01-50E,WRG-001,2026-06-02,HPP,275054.0,694013.8571428572,0.3963234986868315,0.1327647095227597,0,Restok gula & tepung
49F6928F-0D3,WRG-001,2026-06-04,HPP,528295.0,705149.4285714285,0.7491958138153494,0.14611915912489193,0,Belanja ke pasar induk
3CE161BF-A27,WRG-001,2026-06-04,HPP,492514.0,673439.8571428572,0.7313407348497978,0.1667528989198031,0,Belanja ke pasar induk
4C0A72C9-D84,WRG-001,2026-06-04,HPP,776649.0,602673.7142857143,1.2886724301896595,0.14072159202429502,0,
0F0EBCE1-0E8,WRG-001,2026-07-01,HPP,264426.0,597365.0,0.4426539887673365,0.0441336857858331,0,Beli minyak goreng 1 karton
88B8084F-68D,WRG-001,2026-07-03,HPP,635194.0,563760.8571428572,1.1267082344438852,0.12351984665713811,0,Ambil indomie 2 dus ke distributor
84353985-788,WRG-001,2026-07-04,HPP,1222995.0,599303.8571428572,2.0406926893989144,0.02959714952312864,0,Restok minuman botol
B6EFE3C0-EDC,WRG-001,2026-08-01,HPP,1125784.0,720836.7142857143,1.5617739464277327,0.0712295420133785,0,Restok telur 1 peti
B19CD7F3-77C,WRG-001,2026-08-02,HPP,865686.0,769035.4285714285,1.1256776578006438,0.12152585544315936,0,
B783AC40-C71,WRG-001,2026-08-02,HPP,1087676.0,854058.5714285715,1.273537947380658,0.06535308833687892,0,Beli minyak goreng 1 karton
0DAF43D0-891,WRG-001,2026-08-02,HPP,1274365.0,925160.8571428572,1.37745235345946,0.08706030867766301,0,Belanja ke pasar induk
25B5E5B3-D2E,WRG-001,2026-08-04,HPP,1064294.0,1039427.7142857143,1.023923054362057,0.07898824467379062,0,Restok telur 1 peti
7B932AE7-5F0,WRG-001,2026-09-01,HPP,586810.0,1032515.7142857143,0.568330333263693,0.10991456816604839,0,Restok beras ke agen
FB52FE5D-B7C,WRG-001,2026-09-01,HPP,914034.0,988378.4285714285,0.9247814132498989,0.13675000334604925,0,Beli gas LPG 3kg isi 10
74A11C63-9C0,WRG-001,2026-09-01,HPP,813571.0,943776.5714285715,0.8620377159485083,0.14599611328376766,0,Belanja ke pasar induk
13E87958-C09,WRG-001,2026-09-02,HPP,861951.0,943243.0,0.9138164820730184,0.12939589176809962,0,Restok rokok ke agen
D67E209B-492,WRG-001,2026-09-02,HPP,809671.0,903528.0,0.8961216475859077,0.13795763853192577,0,Restok beras ke agen
35529491-7C3,WRG-001,2026-09-03,HPP,487108.0,791062.7142857143,0.6157640743311122,0.16057032006253086,0,Restok telur 1 peti
7F280C62-C5C,WRG-001,2026-09-04,HPP,1419669.0,841830.5714285715,1.6864070374527347,0.10030477147937217,0,Beli detergen & sabun
D0503EBE-1A1,WRG-001,2026-10-01,HPP,1413011.0,959859.2857142857,1.4721022352234665,0.11360773233564508,0,Restok minuman botol
6C23ED6F-844,WRG-001,2026-10-02,HPP,1226207.0,1004455.4285714285,1.2207679555716617,0.12295556433310911,0,Restok telur 1 peti
B956F5F6-E8F,WRG-001,2026-10-03,HPP,1031455.0,1035581.7142857143,0.996015076136642,0.10437484098723532,0,Beli gas LPG 3kg isi 10
01337098-086,WRG-001,2026-11-01,HPP,434754.0,974553.5714285715,0.44610579935868067,0.06369250927180081,0,Beli aqua 1 karton
D37A32A3-9D8,WRG-001,2026-11-01,HPP,1089941.0,1014592.1428571428,1.0742651691848026,0.10824510450666835,0,Restok beras ke agen
C91F1ADD-64A,WRG-001,2026-11-01,HPP,1067188.0,1097460.7142857143,0.9724156738444917,0.0377467587980832,0,Belanja ke pasar induk
431943B0-CFC,WRG-001,2026-11-02,HPP,1455847.0,1102629.0,1.3203416561690287,0.05452661022868266,0,Belanja ke pasar induk
CCE3250E-756,WRG-001,2026-11-02,HPP,1411738.0,1102447.142857143,1.280549375221099,0.015053316491777102,0,Ambil indomie 2 dus ke distributor
3FA708EF-D20,WRG-001,2026-11-04,HPP,593202.0,1012017.8571428572,0.5861576412048065,0.045929875848333857,0,
1ED33640-913,WRG-001,2026-11-04,HPP,387058.0,919961.1428571428,0.42073298748021654,0.10941862729962881,0,Restok rokok ke agen
1BA10F4C-D2F,WRG-001,2026-12-01,HPP,84576.0,869935.7142857143,0.0972209769194768,0.005488305870354204,0,
C85F0404-2DE,WRG-001,2026-12-01,HPP,887148.0,840965.2857142857,1.054916314704344,0.13064938684549232,0,
5E717201-A4B,WRG-001,2025-01-10,Operasional,15561.0,15561.0,1.0,0.00564193309529748,0,Beli kantong kresek
75F566A2-5E7,WRG-001,2025-01-11,Operasional,72194.0,43877.5,1.6453535411087687,0.08100106754504466,0,Beli selotip & alat tulis
ECBAABE9-B38,WRG-001,2025-07-11,Operasional,43152.0,43635.666666666664,0.9889157951828398,0.133345052595924,0,Beli kantong kresek
4BCEDF1E-C74,WRG-001,2025-07-12,Operasional,10104.0,35252.75,0.2866159377637206,0.016449280282954337,0,Bayar listrik warung
B1DDA6FB-519,WRG-001,2025-08-10,Operasional,16995.0,31601.2,0.5377960330620356,0.05322636650080603,0,Beli struk kasir
3DE4A5DC-06D,WRG-001,2025-08-12,Operasional,49952.0,34659.666666666664,1.4412140913068987,0.04170020816099218,0,Beli label harga
ADB26A94-AAB,WRG-001,2025-09-11,Operasional,96875.0,43547.57142857143,2.224578703749266,-0.020476988465577883,1,Ongkos kirim barang dari distributor
271D929C-CA8,WRG-001,2025-12-11,Operasional,57028.0,49471.42857142857,1.152746173837713,0.12003997230699548,0,
478E8C53-AC6,WRG-001,2026-01-03,Operasional,102600.0,53815.142857142855,1.9065265751010072,0.0702171696567001,0,Bayar listrik warung
9BA723F2-BB0,WRG-001,2026-07-03,Operasional,110283.0,63405.28571428572,1.7393344854079311,0.09007608714978427,0,Bensin motor untuk belanja
A856FB79-3EA,WRG-001,2026-07-04,Operasional,22748.0,65211.57142857143,0.34883379593017017,0.09523007863063127,0,Bayar listrik warung
7EB6201B-121,WRG-001,2026-08-04,Operasional,12251.0,64533.857142857145,0.18983833513748044,0.05588222638368057,0,Ongkos kirim barang dari distributor
2C67C257-F25,WRG-001,2026-10-03,Operasional,12096.0,59125.857142857145,0.20458054368284603,0.07754408937981494,0,Ongkos kirim barang dari distributor
02CDF821-383,WRG-001,2026-10-04,Operasional,84002.0,57286.857142857145,1.466339823644416,0.10888306827410521,0,Bayar air PDAM
FEA2CDA4-27B,WRG-001,2026-11-04,Operasional,15143.0,51303.28571428572,0.2951662800767425,0.09246582413678028,0,
7A1AE5CE-802,WRG-001,2025-01-10,Overhead,585020.0,585020.0,1.0,0.14815888613968642,0,Biaya promosi (cetak brosur)
6EE956A6-8D0,WRG-001,2025-01-12,Overhead,898719.0,741869.5,1.2114246508314468,0.07741307598593306,0,Bayar iuran keamanan RT
F52B33CC-838,WRG-001,2025-02-10,Overhead,318637.0,600792.0,0.5303615893687,0.11972098883392068,0,Biaya promosi (cetak brosur)
54204A78-F5B,WRG-001,2025-02-11,Overhead,663321.0,616424.25,1.0760786909340443,0.16515735943178106,0,Bayar cicilan etalase
78E4A0EF-5CD,WRG-001,2025-02-12,Overhead,841442.0,661427.8,1.2721600150462378,0.08786137573872066,0,Bayar sewa toko bulan ini
166D3792-FF6,WRG-001,2025-03-10,Overhead,589486.0,649437.5,0.9076870368588201,0.1173932876362368,0,Bayar wifi bulanan
73ABAD5C-4BD,WRG-001,2025-03-11,Overhead,296433.0,599008.2857142857,0.49487295429731715,0.11158845528321443,0,Biaya perbaikan rak toko
815DB86D-BB1,WRG-001,2025-03-12,Overhead,871959.0,639999.5714285715,1.3624368498461048,0.14531910733595932,0,
3210115A-EB0,WRG-001,2026-01-02,Overhead,167469.0,535535.2857142857,0.3127132879332748,-0.018020071809234484,1,Bayar iuran keamanan RT
7AA9BCCE-698,WRG-001,2026-01-03,Overhead,946976.0,625298.0,1.514439515239134,0.06478811270832252,0,Bayar sewa toko bulan ini
B5867E00-78B,WRG-001,2026-02-01,Overhead,947286.0,665864.4285714285,1.422640945143059,0.04051365879157842,0,Biaya perbaikan rak toko
D1DC01CD-19C,WRG-001,2026-02-02,Overhead,944986.0,680656.4285714285,1.3883450744501895,0.06402882382388386,0,Bayar iuran keamanan RT
81628003-C4E,WRG-001,2026-02-03,Overhead,827623.0,714676.0,1.1580394472460247,0.12175996238784303,0,Biaya perbaikan rak toko
49EEC2D7-051,WRG-001,2026-03-02,Overhead,419462.0,732251.5714285715,0.5728386477637174,0.051712976067880057,0,Gaji karyawan
3C50D918-AAE,WRG-001,2026-03-03,Overhead,297321.0,650160.4285714285,0.4573040544059126,0.03875023723470861,0,Bayar iuran keamanan RT
76F6E374-53F,WRG-002,2025-01-12,HPP,729114.0,729114.0,1.0,0.1271927119472343,0,Beli minyak goreng 1 karton
626600DF-2B0,WRG-002,2025-01-12,HPP,1424214.0,1076664.0,1.3228026570963642,0.06528951375565972,0,Belanja ke pasar induk
67BB0A44-523,WRG-002,2025-01-12,HPP,1283961.0,1145763.0,1.1206165673005675,0.07398575960754383,0,Restok telur 1 peti
FC90A5E5-471,WRG-002,2025-02-10,HPP,1375623.0,1203228.0,1.1432770846423121,0.053975645858806987,0,Beli gas LPG 3kg isi 10
42EAA2A6-1F6,WRG-002,2025-03-11,HPP,1426830.0,1247948.4,1.143340541964716,0.03562519336956693,0,Beli minyak goreng 1 karton
2BA254C4-1FF,WRG-002,2025-03-11,HPP,1170456.0,1235033.0,0.9477123283345465,0.0746316020131308,0,Restok rokok ke agen
0CAB657D-04E,WRG-002,2025-04-10,HPP,1284042.0,1242034.2857142857,1.0338217026445096,0.060897292318699,0,Ambil indomie 2 dus ke distributor
BD175CE5-7A4,WRG-002,2025-06-10,HPP,1326004.0,1327304.2857142857,0.9990203559739236,0.03797613896413021,0,Restok rokok ke agen
B0FB39A3-875,WRG-002,2025-07-10,HPP,777871.0,1234969.5714285714,0.6298705798072295,0.06726186858451277,0,Restok telur 1 peti
E987C333-0D0,WRG-002,2025-07-10,HPP,963802.0,1189232.5714285714,0.8104402983532718,0.0868520578862132,0,Beli detergen & sabun
B1D91222-735,WRG-002,2025-07-12,HPP,1324411.0,1181916.5714285714,1.1205621716592036,0.07496610620578059,0,Restok telur 1 peti
35F7C60F-FFF,WRG-002,2025-08-11,HPP,1332935.0,1168503.0,1.140720220658398,0.04635441487830971,0,Belanja ke pasar induk
0E0C6671-E5B,WRG-002,2025-08-12,HPP,255031.0,1037728.0,0.24575900428628697,0.06094117182271053,0,Beli aqua 1 karton
515BBC8D-B6A,WRG-002,2025-09-11,HPP,1008914.0,998424.0,1.0105065583359374,0.11896313966051147,0,Beli gas LPG 3kg isi 10
23D6832C-D05,WRG-002,2025-09-11,HPP,1040511.0,957639.2857142857,1.0865375048016142,0.14616965776445445,0,Beli detergen & sabun
B9BCDCC3-150,WRG-002,2025-09-11,HPP,330464.0,893724.0,0.36976068674445356,0.11136216679968369,0,Beli minyak goreng 1 karton
AA35FD44-296,WRG-002,2025-09-12,HPP,578396.0,838666.0,0.689661915470521,0.1552449699127748,0,Beli detergen & sabun
FF61DDF6-541,WRG-002,2025-09-12,HPP,433254.0,711357.8571428572,0.6090521045766597,0.14598739912223596,0,Restok rokok ke agen
D88D244C-A6B,WRG-002,2025-09-12,HPP,532870.0,597062.8571428572,0.8924855961564229,0.13871714004809105,0,Ambil indomie 2 dus ke distributor
100C8C1E-3E1,WRG-002,2025-10-10,HPP,937301.0,694530.0,1.349547175787943,0.15049086824843122,0,Beli detergen & sabun
049BA53E-837,WRG-002,2025-10-11,HPP,429017.0,611687.5714285715,0.7013662203370394,0.12293347742730065,0,Restok gula & tepung
97E2EFAA-8EF,WRG-002,2025-10-11,HPP,1481949.0,674750.1428571428,2.19629297701943,-0.024963415176964432,1,Ambil indomie 2 dus ke distributor
30487934-9D2,WRG-002,2025-10-11,HPP,331629.0,674916.5714285715,0.4913629536433709,0.05552681141519522,0,Ambil indomie 2 dus ke distributor
3B13972B-CC9,WRG-002,2026-01-04,HPP,187409.0,619061.2857142857,0.30273093201711626,0.06596625074439866,0,Restok beras ke agen
D25176A9-129,WRG-002,2026-01-04,HPP,607408.0,643940.4285714285,0.9432673785485481,0.11237893349501488,0,Restok snack & biskuit 1 dus
1489A3E4-C18,WRG-002,2026-02-02,HPP,1374356.0,764152.7142857143,1.798535782581978,-0.0047190691850523825,1,Beli detergen & sabun
4CA607C4-5E4,WRG-002,2026-02-02,HPP,266673.0,668348.7142857143,0.39900278746702156,0.10644875777996055,0,Restok snack & biskuit 1 dus
AA879C30-D19,WRG-002,2026-02-03,HPP,993373.0,748971.0,1.3263170403126423,0.15681342227833595,0,Restok telur 1 peti
E0478CD5-16E,WRG-002,2026-03-01,HPP,763782.0,646375.7142857143,1.1816378355799257,0.09492013918696424,0,Restok minuman botol
5D38232E-80B,WRG-002,2026-04-04,HPP,523912.0,673844.7142857143,0.7774966381614415,0.11599935773190129,0,Restok beras ke agen
276BB181-C63,WRG-002,2026-05-01,HPP,556017.0,726503.0,0.7653333847210542,0.14705308558042807,0,Belanja ke pasar induk
4B561E41-DC5,WRG-002,2026-05-02,HPP,714349.0,741780.2857142857,0.9630196619638237,0.14455353385476133,0,Restok gula & tepung
9AF021DF-397,WRG-002,2026-05-02,HPP,1491338.0,758492.0,1.9661881733755926,0.046309106955285784,0,Restok rokok ke agen
A300C16A-FED,WRG-002,2026-05-02,HPP,403851.0,778088.8571428572,0.5190294094211054,0.10528278022834026,0,Belanja ke pasar induk
8F592E44-668,WRG-002,2026-05-03,HPP,401275.0,693503.4285714285,0.5786200665605938,0.08496119652652734,0,Beli aqua 1 karton
277344CF-9CB,WRG-002,2026-06-04,HPP,337894.0,632662.2857142857,0.534082728858276,0.14113374582202615,0,Beli minyak goreng 1 karton
706D9FE4-056,WRG-002,2026-06-04,HPP,491142.0,627980.8571428572,0.7820970884917784,0.0968088900812133,0,Ambil indomie 2 dus ke distributor
C82623A9-C23,WRG-002,2026-07-02,HPP,713297.0,650449.4285714285,1.0966217643800573,0.10534693582641624,0,Restok minuman botol
F6BEC718-147,WRG-002,2026-07-02,HPP,768501.0,658185.4285714285,1.1676056117924216,0.15524526089345603,0,Restok gula & tepung
1B4510CA-9CB,WRG-002,2026-07-04,HPP,773043.0,555571.8571428572,1.3914365712754657,0.05620708052722023,0,Beli detergen & sabun
D04BAF7A-D54,WRG-002,2026-07-04,HPP,254935.0,534298.1428571428,0.4771399702734188,0.017883405104513472,0,Beli gas LPG 3kg isi 10
DAC6A06E-259,WRG-002,2026-08-01,HPP,631008.0,567117.1428571428,1.1126590122474067,0.05938822577125935,0,Restok telur 1 peti
A0ECF4D8-FD4,WRG-002,2026-09-01,HPP,501978.0,590557.7142857143,0.8500066764975673,0.12611351870136428,0,Ambil indomie 2 dus ke distributor
AA012B5D-322,WRG-002,2026-09-01,HPP,705122.0,621126.2857142857,1.1352312987191011,0.11486149233070175,0,Restok snack & biskuit 1 dus
A863CBC0-964,WRG-002,2026-09-01,HPP,154456.0,541291.8571428572,0.28534698603314873,0.06771602052837644,0,Beli minyak goreng 1 karton
C9491EED-B82,WRG-002,2026-09-02,HPP,228485.0,464146.71428571426,0.49226891620168134,0.06008156723879565,0,Belanja ke pasar induk
B589FCF3-B32,WRG-002,2026-09-02,HPP,1009958.0,497991.71428571426,2.0280618553033873,-0.014610236582117797,1,Restok telur 1 peti
2092DB52-39C,WRG-002,2026-09-03,HPP,763410.0,570631.0,1.3378347828982302,0.12002489063081484,0,Ambil indomie 2 dus ke distributor
4D07FC7B-354,WRG-002,2026-09-03,HPP,832709.0,599445.4285714285,1.3891322884628126,0.06247408428657186,0,Restok telur 1 peti
D30A4E90-C7D,WRG-002,2026-09-03,HPP,1104065.0,685457.8571428572,1.6106971252791409,0.12877211650321085,0,Restok gula & tepung
8788DD71-D78,WRG-002,2026-10-02,HPP,734930.0,689716.1428571428,1.0655542973890086,0.10715998148363326,0,Beli minyak goreng 1 karton
0FC29D55-498,WRG-002,2026-10-02,HPP,311605.0,712166.0,0.4375454599068195,0.13425175972469772,0,Beli gas LPG 3kg isi 10
AB860BEF-9FA,WRG-002,2026-10-03,HPP,1350177.0,872407.7142857143,1.5476444991152563,0.07480074072028675,0,Beli gas LPG 3kg isi 10
6F0BA6E0-179,WRG-002,2026-11-03,HPP,1488087.0,940711.8571428572,1.5818733320951626,0.08014637661448054,0,Beli detergen & sabun
7C164125-989,WRG-002,2026-12-01,HPP,217833.0,862772.2857142857,0.25248029359178703,0.09556807075843587,0,Restok telur 1 peti
80D56917-896,WRG-002,2026-12-01,HPP,210061.0,773822.5714285715,0.2714588689396868,0.09098608899104393,0,Restok snack & biskuit 1 dus
7B746775-CAB,WRG-002,2026-12-04,HPP,366831.0,668503.4285714285,0.5487346576275707,0.12245383445943941,0,Beli aqua 1 karton
59945C1D-B5C,WRG-002,2025-01-10,Operasional,76489.0,76489.0,1.0,0.09350210656977848,0,Beli label harga
4F8731CF-5FE,WRG-002,2025-01-12,Operasional,12307.0,44398.0,0.2771971710437407,0.05960982391136593,0,Beli selotip & alat tulis
C5812489-AA0,WRG-002,2025-02-12,Operasional,82998.0,57264.666666666664,1.4493754147409106,0.12713428375070635,0,Bayar parkir pasar
E85D0956-915,WRG-002,2025-03-12,Operasional,46371.0,54541.25,0.8502005362913391,0.0840569710215282,0,Beli label harga
D5B1D4E8-AB6,WRG-002,2025-04-10,Operasional,112122.0,66057.4,1.6973420086167486,0.07995212440824506,0,Ongkos kirim barang dari distributor
6992FDA4-E77,WRG-002,2025-07-12,Operasional,79042.0,68221.5,1.1586083566031236,0.1303285615946878,0,
EF5EF12A-B73,WRG-002,2025-08-10,Operasional,69924.0,68464.71428571429,1.0213144205670073,0.11359507300725957,0,Beli selotip & alat tulis
F2F12E22-CB1,WRG-002,2025-11-12,Operasional,118622.0,74483.71428571429,1.5925897511632456,0.04890497489913259,0,Beli selotip & alat tulis
426B34C3-DFA,WRG-002,2025-12-12,Operasional,90684.0,85680.42857142857,1.0583980672365585,-0.0005579933830514028,1,Bayar air PDAM
413D79A6-5A9,WRG-002,2026-01-01,Operasional,66491.0,83322.28571428571,0.7979977917072435,0.07076605618441856,0,Beli selotip & alat tulis
A7F0645C-301,WRG-002,2026-02-04,Operasional,67415.0,86328.57142857143,0.7809117987754426,0.06732307329101628,0,Bensin motor untuk belanja
EDF7DAE9-51D,WRG-002,2026-03-04,Operasional,107510.0,85669.71428571429,1.254935900001334,0.04589070723428368,0,Bensin motor untuk belanja
34E5884C-76A,WRG-002,2026-04-04,Operasional,22882.0,77646.85714285714,0.29469318967928054,0.034785091140165814,0,Beli struk kasir
7FD45BF9-856,WRG-002,2026-05-03,Operasional,15984.0,69941.14285714286,0.2285350131130665,0.05774012268500173,0,Ongkos kirim barang dari distributor
F83F3D26-183,WRG-002,2026-06-02,Operasional,77170.0,64019.42857142857,1.2054153203491798,0.06711676351504192,0,Bensin motor untuk belanja
DF504F62-C0E,WRG-002,2026-07-03,Operasional,23530.0,54426.0,0.4323301363319002,0.057692288281889326,0,Beli selotip & alat tulis
1816D342-9C3,WRG-002,2026-08-01,Operasional,44390.0,51268.71428571428,0.8658301776912125,0.12386753039567944,0,Ongkos kirim barang dari distributor
41B76A68-1ED,WRG-002,2026-09-01,Operasional,42711.0,47739.57142857143,0.8946665988383402,0.11479412596983601,0,Ongkos kirim barang dari distributor
59B0B62C-D7D,WRG-002,2026-10-01,Operasional,66977.0,41949.142857142855,1.5966238029723068,0.0935855433846331,0,Beli baterai timbangan
F69C73A7-F69,WRG-002,2026-10-03,Operasional,119449.0,55744.42857142857,2.142797102080669,-0.002030715162255281,1,
0BFFA224-948,WRG-002,2026-11-04,Operasional,35473.0,58528.57142857143,0.6060800585794484,0.1062495844333452,0,Bayar air PDAM
808AD4FA-5E9,WRG-002,2025-01-12,Overhead,633610.0,633610.0,1.0,0.08232969645089672,0,Bayar iuran keamanan RT
E1438A57-A5B,WRG-002,2025-02-10,Overhead,751374.0,692492.0,1.0850291411308723,0.08443700116030928,0,Biaya perbaikan rak toko
5704BF0F-E8E,WRG-002,2025-02-12,Overhead,769009.0,717997.6666666666,1.0710466561404797,0.14741909836134875,0,Biaya tak terduga
E8EE3773-8E3,WRG-002,2025-03-10,Overhead,673120.0,706778.25,0.9523779205146734,0.11563687487517227,0,Biaya perbaikan rak toko
945B11D7-E01,WRG-002,2025-03-12,Overhead,348766.0,635175.8,0.549085780661039,0.12088246087698862,0,Bayar wifi bulanan
BB8DF36A-99A,WRG-002,2026-01-01,Overhead,676942.0,642136.8333333334,1.0542021028228405,0.15170453513966053,0,Bayar cicilan etalase
41D2590F-D71,WRG-002,2026-01-02,Overhead,908714.0,680219.2857142857,1.3359133136688064,0.11715281749988027,0,Bayar wifi bulanan
A93E55A1-F6D,WRG-002,2026-01-04,Overhead,471126.0,657007.2857142857,0.7170788060406376,0.05693222057688252,0,
D53EA04E-E97,WRG-002,2026-02-01,Overhead,250837.0,585502.0,0.42841356647799667,0.05709627396854711,0,Bayar iuran keamanan RT
